@relation distaa1828a1828
@attribute 5.3 real [0.19, 16.0]
@attribute 5.5 real [0.0, 12.0]
@attribute green {green, red}
@inputs 5.3, 5.5
@outputs green
@data
3.4, 5.0, green
9.049064872577029, 2.504116823596157, green
8.080969782352305, 2.1782013591188125, green
13.00228273815845, 9.134788464256244, green
11.395764141461775, 3.5699229126247705, green
9.653903474931703, 6.779207363300989, green
8.482437739479938, 4.151722668642366, green
8.375797939838455, 10.873873910453842, green
12.414558650653516, 3.4118584280987956, green
10.62789976770678, 10.504271730430979, red
6.4851247691254885, 7.11204372073252, red
12.213986099568707, 8.658796716961408, green
14.129752047960729, 7.514995806946809, red
