1.0,0.8,1
1.0,0.6,1
0.19,0.28,1
0.38,0.8,1
1.7,1.6,1
7.196047855262202,6.835194209501903,1
6.101133075288422,7.022216596743107,1
6.511849380904008,6.929314044170251,1
6.647600339314645,7.044989215446408,1
6.699147645418143,7.282912849207448,1
7.4985618844128625,7.191881405166586,1
10.207649150306894,9.983096583264459,1
10.62789976770678,10.504271730430979,1
2.1,0.9,1
1.5,0.7,1
6.011106918313974,6.729481794594793,1
6.4851247691254885,7.11204372073252,1
7.063903958695923,6.856142669242438,1
14.129752047960729,7.514995806946809,1
