@relation distaa1828a1828
@attribute 5.3 real [0.19, 16.0]
@attribute 5.5 real [0.0, 12.0]
@attribute green {green, red}
@inputs 5.3, 5.5
@outputs green
@data
1.7, 1.6, red
3.0, 3.0, green
12.597489086385643, 11.823943077148794, green
13.962177048515288, 8.56677231907029, green
13.881249350311064, 2.7753164361548484, green
13.589850992154368, 5.339510720025364, green
12.912735996864626, 9.094800866611894, green
4.0, 4.2, green
6.011106918313974, 6.729481794594793, red
14.705910021262914, 9.645946508896149, green
14.773736138927003, 8.668111985877035, green
12.130139304359897, 2.78420711816495, green
