@relation .aa20828a20828
@attribute 10.57130019782533 real [0.12237398308782588, 15.99196201115062]
@attribute 14.822555594677107 real [0.23625532947876948, 15.977963066860793]
@attribute red {red, green}
@inputs 10.57130019782533, 14.822555594677107
@outputs red
@data
10.102084026077037, 14.060159213204347, red
2.9718085963381373, 7.501785945333689, red
11.403272268250596, 3.757950287600197, red
8.345910334046614, 1.9055016205676214, green
10.60924229788926, 3.4745727295495, green
3.36223932085681, 15.661487329032457, green
9.4956553756772, 1.7738666846172855, green
10.76273318411486, 9.298363557391616, green
5.734321796571409, 1.3281491766365683, green
0.6680798038986531, 0.9679763212424106, green
8.424628809359124, 2.800113457046912, green
5.143156085810762, 11.287101585956748, green
8.319369175871527, 3.7509624940693467, green
13.107308781637412, 5.898875756928524, green
13.18397479486471, 5.976578853874477, green
2.608153638682504, 9.97592818407964, green
0.13446155695067397, 8.964325463502696, green
10.959388926813272, 8.32684119023631, green
6.884507874726918, 2.9200420350415204, green
1.656463411324708, 4.462380084791292, green
4.962040971722821, 7.24975352928247, green
13.812046243027623, 0.5065654500090151, green
15.797126418128839, 12.705511424998962, green
2.9103965156874203, 10.417237492571472, green
3.3084937113672606, 13.227941296508252, green
8.606630908083702, 8.804800570395388, green
11.600794447618044, 13.819541618847264, green
11.03481514760234, 14.375835640966601, green
12.794325605044031, 12.927090681743225, green
13.936875302058667, 7.8749038173887715, green
9.150158960851998, 11.54279225935111, green
0.5644522837875048, 5.498600378813945, green
0.6768852322983001, 5.597179969141756, green
